2021-04-30 12:45:08,379 [Worker-18: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2021-04-30 12:45:12,908 [Worker-16: Launching Executing install in F__MultiThreadedCucumberJunitFramework_multithread] INFO  o.e.m.i.launch.MavenLaunchDelegate - F:\MultiThreadedCucumberJunitFramework\multithread
2021-04-30 12:45:12,908 [Worker-16: Launching Executing install in F__MultiThreadedCucumberJunitFramework_multithread] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2021-04-30 12:46:01,992 [Worker-7: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2021-04-30 12:46:01,993 [Worker-7: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2021-04-30 12:46:01,994 [Worker-7: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2021-04-30 12:46:01,995 [Worker-7: Building workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2021-04-30 13:28:04,439 [Worker-26: Building workspace] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.cucumberjunitparallel:multithread:0.0.1-SNAPSHOT @ F:\MultiThreadedCucumberJunitFramework\multithread\pom.xml.
2021-04-30 13:28:06,099 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/github/mkolisnyk/cucumber-runner/1.3.3/cucumber-runner-1.3.3.pom
2021-04-30 13:28:06,443 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/github/mkolisnyk/cucumber-runner/1.3.3/cucumber-runner-1.3.3.pom
2021-04-30 13:28:06,582 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/github/mkolisnyk/cucumber-reports/1.3.3/cucumber-reports-1.3.3.pom
2021-04-30 13:28:06,748 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/github/mkolisnyk/cucumber-reports/1.3.3/cucumber-reports-1.3.3.pom
2021-04-30 13:28:06,888 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/github/mkolisnyk/parent-pom/0.0.5/parent-pom-0.0.5.pom
2021-04-30 13:28:07,087 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/github/mkolisnyk/parent-pom/0.0.5/parent-pom-0.0.5.pom
2021-04-30 13:28:07,248 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/github/mkolisnyk/cucumber-report-generator/1.3.3/cucumber-report-generator-1.3.3.pom
2021-04-30 13:28:07,414 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/github/mkolisnyk/cucumber-report-generator/1.3.3/cucumber-report-generator-1.3.3.pom
2021-04-30 13:28:07,609 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/batik/batik-transcoder/1.6-1/batik-transcoder-1.6-1.pom
2021-04-30 13:28:07,777 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-transcoder/1.6-1/batik-transcoder-1.6-1.pom
2021-04-30 13:28:07,905 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/batik/batik-bridge/1.6-1/batik-bridge-1.6-1.pom
2021-04-30 13:28:08,078 [Worker-26: Building workspace] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-bridge/1.6-1/batik-bridge-1.6-1.pom
